W00201000386,IDP000038627,25 May 2015,(PA) Dihapuskan - Piutang Lunas,50.2318,24-Jun-10,5-Feb-10,12-Jun-09,"2008-181216 11 Jul 2008 JP
",B22D 18/04,"1) NICHIAS CORPORATION
2) TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201500500,IDP000054572,09 Nov 2018,(PA) Diberi Paten,2016/06128,11-Nov-16,28-Jan-15,28-Jan-15,"2014-016029 30 Jan 2014 JP
","B60K 37/06,B60R 21/09,H01H 3/08","KABUSHIKI KAISHA TOKAI RIKA DENKI SEISAKUSHO
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201500639,,02 Feb 2015,(PA) Ditarik Kembali oleh Pemohon,2016/04474,29-Jul-16,,-,"2012-150722 04 Jul 2012 JP
",F01M 13/04,"TOYOTA JIDOSHA KABUSHIKI KAISHA
AISIN SEIKI KABUSHIKI KAISHA"
P00201500851,,13 Feb 2015,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/02514,17-Mar-17,,-,"2012-252420 16 Nov 2012 JP
","F02D 35/02,F02D 41/22",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201500992,,20 Feb 2015,(PA) Ditarik Kembali oleh Pemohon,2017/01715,3-Mar-17,,-,"2012-245522 07 Nov 2012 JP
","B24B 53/075,F16H 55/06,F16H 55/17",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201501262,IDP000052859,23 Aug 2018,(PA) Diberi Paten,2017/02899,24-Mar-17,3-Mar-15,30-Aug-13,"2012-194303 04 Sep 2012 JP
","B60R 21/231,B60R 21/233,B60R 21/235",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201501284,IDP000058464,08 May 2019,(PA) Diberi Paten,2017/02291,17-Mar-17,4-Mar-15,4-Mar-15,"2014-044146 06 Mar 2014 JP
","F02F 11/00,F16J 15/08","TOYOTA JIDOSHA KABUSHIKI KAISHA
NIPPON GASKET CO., LTD"
P00201501470,IDP000052877,23 Aug 2018,(PA) Diberi Paten,2017/02867,24-Mar-17,13-Mar-15,26-Aug-13,"2012-202894 14 Sep 2012 JP
","B62D 25/16,B62D 35/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201502017,IDP000058064,30 Apr 2019,(PA) Diberi Paten,2016/06260,18-Nov-16,7-Apr-15,7-Apr-15,"2014-079702 08 Apr 2014 JP
","B23K 26/21,B23K 26/22,B23K 26/32",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201502114,IDP000058217,02 May 2019,(PA) Diberi Paten,2017/00414,27-Jan-17,10-Apr-15,21-Aug-13,"2012-205890 19 Sep 2012 JP
","B60K 15/05,F16J 13/18,F16J 15/10","TOYOTA JIDOSHA KABUSHIKI KAISHA
KABUSHIKI KAISHA TOYOTA JIDOSHOKKI"
P00201502179,IDP000058876,17 May 2019,(PA) Diberi Paten,2016/05789,21-Oct-16,13-Apr-15,13-Apr-15,"2014-100713 14 May 2014 JP
","B60K 5/00,F16F 15/00","TOYOTA JIDOSHA KABUSHIKI KAISHA
SUMITOMO RLKO COMPANY LIMITED"
P00201502205,,15 Apr 2015,(PA) Dianggap Ditarik Kembali (Direktur),2017/01705,3-Mar-17,,-,"2012-229427 17 Oct 2012 JP
","B05B 5/025,B05D 1/04,G01R 31/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201502428,IDP000053207,04 Sep 2018,(PA) Diberi Paten,2017/02972,24-Mar-17,23-Apr-15,25-Jan-13,"- - -
","B60W 10/06,B60W 10/10,B60W 30/18,F02N 11/08,F16H 61/02,F16H 61/08,F16H 61/16,F16H 61/28,F16H 61/32",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201502455,IDP000059804,19 Jun 2019,(PA) Diberi Paten,2016/06307,25-Nov-16,24-Apr-15,26-Oct-12,"- - -
","B60R 21/00,G08G 1/16,B60W 30/09",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201502777,IDP000057325,21 Mar 2019,(PA) Penghapusan,2016/04891,26-Aug-16,8-May-15,24-May-13,"2013-029168 18 Feb 2013 JP
",G01N 27/41,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503065,IDP000055020,05 Dec 2018,(PA) Diberi Paten,2017/00634,3-Feb-17,22-May-15,13-Feb-14,"2013-040737 01 Mar 2013 JP
","B60R 22/00,B60R 22/24","TOYOTA JIDOSHA KABUSHIKI KAISHA
TOYOTA SHATAI KABUSHIKI KAISHA"
P00201503097,IDP000053205,04 Sep 2018,(PA) Diberi Paten,2017/02977,24-Mar-17,25-May-15,30-Nov-12,"- - -
","B60R 21/0136,B62D 21/15,B62D 25/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503158,IDP000059480,13 Jun 2019,(PA) Diberi Paten,2016/03905,10-Jun-16,27-May-15,8-Jan-14,"2013-014600 29 Jan 2013 JP
","C23C 14/16,C23C 14/32,C23C 4/00,C23C 4/06,F28F 13/18",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503159,IDP000067712,27 Feb 2020,(PA) Diberi Paten,2017/01067,17-Feb-17,27-May-15,27-Dec-13,"2013-010930 24 Jan 2013 JP
","H02J 7/00,H02J 7/14",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503162,IDP000055785,14 Jan 2019,(PA) Diberi Paten,2017/03189,31-Mar-17,27-May-15,25-Nov-13,"2012-260056 28 Nov 2012 JP
","F02D 41/04,F02M 61/16,F02M 65/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503183,IDP000058625,13 May 2019,(PA) Diberi Paten,2016/06648,9-Dec-16,28-May-15,28-May-15,"JP2014-117098 05 Jun 2014 JP
","B60K 5/12,F16F 1/373,F16F 1/38",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503198,IDP000061783,26 Aug 2019,(PA) Diberi Paten,2016/03906,10-Jun-16,28-May-15,27-Nov-13,"2012-261491 29 Nov 2012 JP
",B60N 2/28,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503214,IDP000062342,11 Sep 2019,(PA) Diberi Paten,2016/05092,9-Sep-16,29-May-15,27-Nov-13,"2012-261492 29 Nov 2012 JP
",B60N 2/28,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503225,IDP000060558,15 Jul 2019,(PA) Diberi Paten,2017/02629,24-Mar-17,29-May-15,27-Nov-13,"2013-146393 12 Jul 2013 JP
","C07C 37/055,C07C 37/50,C07C 39/04,C07C 39/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503226,IDP000064316,04 Nov 2019,(PA) Diberi Paten,2016/05668,14-Oct-16,29-May-15,28-Nov-13,"2012-262379 30 Nov 2012 JP
",G08G 1/16,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503265,IDP000052959,24 Aug 2018,(PA) Menunggu Respon Dihapuskan,2017/00645,3-Feb-17,29-May-15,27-Nov-13,"2012-261493 29 Nov 2012 JP
","A62B 35/00,B60N 2/26,B60N 2/28",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503300,IDP000055877,15 Jan 2019,(PA) Diberi Paten,2017/00630,3-Feb-17,3-Jun-15,30-Oct-13,"2012-264646 03 Dec 2012 JP
","B62D 25/18,B62D 35/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503417,IDP000059912,20 Jun 2019,(PA) Diberi Paten,2017/03709,13-Apr-17,8-Jun-15,8-Jun-15,"2014-118969 09 Jun 2014 JP
","B60K 6/445,F16D 11/14,F16D 27/118,F16D 48/06",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503479,IDP000070697,18 Aug 2020,(PA) Diberi Paten,2017/00573,3-Feb-17,10-Jun-15,8-Nov-13,"2012-253658 19 Nov 2012 JP
","B22C 1/02,B22D 21/04","SINTOKOGIO, LTD.
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201503480,IDP000052117,01 Aug 2018,(PA) Diberi Paten,2016/05683,14-Oct-16,10-Jun-15,10-Jun-15,"2014-119747 10 Jun 2014 JP
",F02M 25/07,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503676,IDP000060165,26 Jun 2019,(PA) Menunggu Respon Dihapuskan,2017/02637,24-Mar-17,17-Jun-15,19-Nov-13,"JP2012-256262 22 Nov 2012 JP
","F01P 11/10,F01P 5/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201503855,,24 Jun 2015,(PA) Dianggap Ditarik Kembali (Direktur),2017/00131,13-Jan-17,,-,"2014-132934 27 Jun 2014 JP
",F02D 45/00,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504231,IDP000054304,30 Oct 2018,(PA) Masa Tenggang Dihapuskan,2017/03271,31-Mar-17,9-Jul-15,14-Nov-13,"2012-271552 12 Dec 2012 JP
","G06Q 10/00,G06Q 50/30,G06Q 50/34,G08G 1/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504232,IDP000062608,18 Sep 2019,(PA) Diberi Paten,2017/01936,10-Mar-17,9-Jul-15,9-Jan-13,"- - -
","B60K 1/04,H01M 2/10",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504472,,15 Jul 2015,(PA) Ditarik Kembali oleh Pemohon,2016/05677,14-Oct-16,,-,"2014-148867 22 Jul 2014 JP
","C23C 18/16,C25D 17/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504474,IDP000056272,30 Jan 2019,(PA) Diberi Paten,2017/00834,10-Feb-17,15-Jul-15,16-Jan-14,"2013-009257 22 Jan 2013 JP
","B60W 10/02,B60W 10/06,B60W 20/00,B60K 6/48,B60K 6/547",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504504,IDP000052501,07 Aug 2018,(PA) Diberi Paten,2017/01910,10-Mar-17,22-Jul-15,26-Nov-13,"2013-010083 23 Jan 2013 JP
","B01D 53/94,B01J 35/04,B01J 37/02,F01N 3/28",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504505,IDP000054857,27 Nov 2018,(PA) Diberi Paten,2016/04721,12-Aug-16,22-Jul-15,26-Nov-13,"2013-010513 23 Jan 2013 JP
","B01D 53/86,B01J 35/04,F01N 3/28",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504518,IDP000065772,19 Dec 2019,(PA) Diberi Paten,2017/00140,13-Jan-17,23-Jul-15,26-Dec-12,"- - -
","B60W 10/02,B60W 10/06,B60W 20/00,B60K 6/48,B60K 6/54,B60W 10/10",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504546,IDP000054305,30 Oct 2018,(PA) Menunggu Respon Dihapuskan,2017/00138,13-Jan-17,24-Jul-15,21-Nov-13,"2012-284592 27 Dec 2012 JP
",G01C 21/34,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504547,IDP000053201,04 Sep 2018,(PA) Diberi Paten,2017/01326,24-Feb-17,24-Jul-15,8-Jan-14,"2013-012621 25 Jan 2013 JP
","B60R 19/34,B62D 21/15",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504548,IDP000055674,08 Jan 2019,(PA) Diberi Paten,2017/03064,31-Mar-17,24-Jul-15,8-Jan-14,"2013-012620 25 Jan 2013 JP
","B62D 21/15,B62D 25/08,B62D 25/20",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504593,IDP000059451,13 Jun 2019,(PA) Diberi Paten,2016/06539,2-Dec-16,27-Jul-15,29-Jan-13,"- - -
",F02D 41/14,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504594,IDP000061414,07 Aug 2019,(PA) Diberi Paten,2017/03644,7-Apr-17,27-Jul-15,27-Jul-15,"2014-153463 29 Jul 2014 JP
","H01L 21/26,H01L 21/8232,H01L 27/06,H01L 29/47,H01L 29/872",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504597,IDP000053391,13 Sep 2018,(PA) Diberi Paten,2017/03025,31-Mar-17,27-Jul-15,29-Jan-13,"- - -
","F02D 35/00,F02D 45/00,G01N 27/419",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504598,IDP000067626,25 Feb 2020,(PA) Diberi Paten,2017/00286,27-Jan-17,27-Jul-15,29-Jan-13,"- - -
","F01N 3/20,F01N 3/24,F02D 41/04,F02D 41/14,F02D 45/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504691,,30 Jul 2015,(PA) Ditarik Kembali oleh Pemohon,2016/04131,24-Jun-16,,-,"2013-015794 30 Jan 2013 JP
","B60R 21/05,B62D 1/19","TOYOTA JIDOSHA KABUSHIKI KAISHA
JTEKT CORPORATION"
P00201504692,IDP000052673,14 Aug 2018,(PA) Menunggu Respon Dihapuskan,2017/03216,31-Mar-17,30-Jul-15,29-Jan-14,"2013-015795 30 Jan 2013 JP
",B62D 1/19,"JTEKT CORPORATION
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201504696,,30 Jul 2015,(PA) Ditarik Kembali oleh Pemohon,2016/04111,24-Jun-16,,-,"2013-015796 30 Jan 2013 JP
",B62D 1/19,"TOYOTA JIDOSHA KABUSHIKI KAISHA
JTEKT CORPORATION"
P00201504873,IDP000057223,13 Mar 2019,(PA) Diberi Paten,2016/04109,24-Jun-16,10-Aug-15,19-Dec-13,"2013-025698 13 Feb 2013 JP
","B01D 53/94,B01J 23/58,F01N 3/10,F01N 3/28",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201504920,IDP000066280,13 Jan 2020,(PA) Diberi Paten,2016/06654,9-Dec-16,12-Aug-15,19-Dec-13,"2013-025580 13 Feb 2013 JP
","B01D 53/94,B01J 23/40,B01J 23/46,B01J 23/63,B01J 35/00,B01J 35/02,B01J 35/04,F01N 3/28",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505048,,19 Aug 2015,(PA) Persetujuan Direktur untuk Ditarik Kembali,2016/04535,29-Jul-16,,-,"2013-031562 20 Feb 2013 JP
",B25J 15/08,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505057,IDP000058686,14 May 2019,(PA) Diberi Paten,2017/01123,17-Feb-17,19-Aug-15,20-Feb-13,"- - -
","B60K 1/00,B60L 15/00,B60L 3/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505265,IDP000057435,25 Mar 2019,(PA) Diberi Paten,2016/04690,12-Aug-16,27-Aug-15,27-Aug-15,"2014-176599 29 Aug 2014 JP
","H01M 4/1391,H01M 4/62",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505278,,28 Aug 2015,(PA) Dianggap Ditarik Kembali (Direktur),2016/05804,21-Oct-16,,-,"2014-177090 01 Sep 2014 JP
","G01N 27/26,G01N 27/41,G01N 27/416",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505346,IDP000061799,26 Aug 2019,(PA) Diberi Paten,2017/03613,7-Apr-17,31-Aug-15,31-Aug-15,"2014-177089 01 Sep 2014 JP
","G01N 27/26,G01N 27/407,G01N 27/416,G01N 27/419",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505349,,01 Sep 2015,(PA) Persetujuan Direktur untuk Ditarik Kembali,2017/00496,3-Feb-17,,-,"JP2014-17491 03 Sep 2014 JP
",F01M 1/06,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505472,,04 Sep 2015,(PA) Ditarik Kembali oleh Pemohon,2016/04452,22-Jul-16,,-,"2013-043006 05 Mar 2013 JP
","B01D 53/86,B01D 53/94,B01J 21/04,B01J 23/02,B01J 23/04,B01J 23/42,B01J 23/44,B01J 23/54,B01J 35/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505503,IDP000051424,04 Jun 2018,(PA) Diberi Paten,2017/01324,24-Feb-17,7-Sep-15,7-Sep-15,"2014-183705 09 Sep 2014 JP
","H01F 1/053,H01F 41/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505890,IDP000059563,17 Jun 2019,(PA) Diberi Paten,2017/03303,7-Apr-17,21-Sep-15,21-Sep-15,"2014-195098 25 Sep 2014 JP
",G01H 3/06,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201505955,IDP000070019,27 Jul 2020,(PA) Diberi Paten,2016/04888,26-Aug-16,23-Sep-15,26-Mar-13,"- - -
","B60R 21/02,B62D 25/02,B62D 25/04,B62D 25/20,B62D 27/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506024,,25 Sep 2015,(PA) Ditarik Kembali oleh Pemohon,2017/03604,7-Apr-17,,-,"2013-073202 29 Mar 2013 JP
","B23K 26/03,B23K 26/22,B23K 26/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506086,IDP000060711,16 Jul 2019,(PA) Diberi Paten,2016/05462,7-Oct-16,28-Sep-15,13-May-13,"- - -
",F16G 5/16,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506133,IDP000068861,22 May 2020,(PA) Diberi Paten,2017/03622,7-Apr-17,30-Sep-15,28-Mar-14,"20I3-076982 02 Apr 2013 JP
","F02M 61/18,F02M 63/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506141,IDP000055439,31 Dec 2018,(PA) Diberi Paten,2017/03636,7-Apr-17,30-Sep-15,30-Sep-15,"201410522122.7 30 Sep 2014 CN
","H04L 29/08,H04W 12/08,H04W 12/12,H04W 24/00,H04W 4/02,H04W 4/04,H04W 48/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506190,IDP000055215,13 Dec 2018,(PA) Diberi Paten,2017/03536,7-Apr-17,2-Oct-15,12-Mar-14,"2013-078083 03 Apr 2013 JP
","F02D 41/22,F02D 45/00,F02M 61/16",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506267,IDP000058574,10 May 2019,(PA) Diberi Paten,2016/05699,14-Oct-16,6-Oct-15,6-Oct-15,"2014-207607 08 Oct 2014 JP
","B60K 17/344,F16H 61/00,F16H 61/28",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506268,IDP000053810,02 Oct 2018,(PA) Diberi Paten,2017/04262,28-Apr-17,6-Oct-15,6-Oct-15,"2014-206779 07 Oct 2014 JP
","B60K 17/344,F16H 61/32",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506354,IDP000066845,24 Jan 2020,(PA) Diberi Paten,2017/03678,13-Apr-17,8-Oct-15,9-Apr-14,"JP 2014-021350 06 Feb 2014 JP
","B23P 11/00,F01N 13/08",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506355,IDP000067257,11 Feb 2020,(PA) Diberi Paten,2016/04959,26-Aug-16,8-Oct-15,8-Apr-13,"- - -
","B60Q 1/00,B60Q 1/04,B60Q 1/26,B62D 21/15,B62D 25/08,B62D 25/10",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506488,IDP000052389,06 Aug 2018,(PA) Masa Tenggang Dihapuskan,2017/03946,13-Apr-17,12-Oct-15,12-Oct-15,"2014-210072 14 Oct 2014 JP
","B60K 6/365,B60K 6/445,B60K 6/48,B60W 10/08,B60W 10/115,B60W 20/00,B60W 20/40,B60W 30/184",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506498,IDP000067631,25 Feb 2020,(PA) Diberi Paten,2017/04189,21-Apr-17,12-Oct-15,12-Oct-15,"2014-210073 14 Oct 2014 JP
","B60K 6/445,B60L 11/14,B60W 10/08,F16H 3/54,F16H 3/74",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506618,IDP000063235,07 Oct 2019,(PA) Diberi Paten,2017/04200,21-Apr-17,15-Oct-15,15-Oct-15,"2014-212448 17 Oct 2014 JP
",H01M 4/04,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506635,IDP000060889,18 Jul 2019,(PA) Diberi Paten,2017/03867,13-Apr-17,15-Oct-15,18-Apr-13,"- - -
","H01M 4/92,H01M 8/10",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506705,IDP000055441,31 Dec 2018,(PA) Diberi Paten,2017/03850,13-Apr-17,16-Oct-15,15-Apr-14,"2013-088405 19 Apr 2013 JP
","B01D 53/94,B01J 23/58,B01J 37/02,F01N 3/28","TOYOTA JIDOSHA KABUSHIKI KAISHA
CATALER CORPORATION"
P00201506875,IDP000061916,28 Aug 2019,(PA) Diberi Paten,2017/03833,13-Apr-17,23-Oct-15,24-Apr-13,"- - -
","B62D 25/20,B62D 35/02,B62D 37/02",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506935,IDP000057771,04 Apr 2019,(PA) Diberi Paten,2017/04007,21-Apr-17,26-Oct-15,28-Mar-14,"2013-070584 28 Mar 2013 JP
","C12N 15/61,C12N 15/81,C12N 9/92",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201506937,IDP000064301,04 Nov 2019,(PA) Diberi Paten,2016/05597,14-Oct-16,26-Oct-15,24-Oct-14,"2013-223678 28 Oct 2013 JP
",B22C 3/00,"TOYOTA JIDOSHA KABUSHIKI KAISHA
TETRA CO., LTD."
P00201507044,IDP000059699,18 Jun 2019,(PA) Diberi Paten,2016/06266,18-Nov-16,30-Oct-15,30-Oct-15,"JP 2014-222810 31 Oct 2014 JP
","B60K 6/445,B60W 10/30,F16H 57/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507140,,04 Nov 2015,(PA) Ditarik Kembali oleh Pemohon,2017/10795,29-Sep-17,,-,"2014-226521 06 Nov 2014 JP
",F16D 48/02,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507141,IDP000065045,09 Dec 2019,(PA) Diberi Paten,2017/04031,21-Apr-17,4-Nov-15,4-Nov-15,"JP2014-224009 04 Nov 2014 JP
","H01L 23/12,H01L 25/07",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507214,,06 Nov 2015,(PA) Ditarik Kembali oleh Pemohon,2017/03961,21-Apr-17,,-,"2013-099147 09 May 2013 JP
","B23K 26/073,B23K 26/06,B23K 26/08,B23K 26/38",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507220,,06 Nov 2015,(PA) Pemeriksa Substantif,2017/04191,21-Apr-17,,-,"2014-227398 07 Nov 2014 JP
","F16F 15/00,F16H 9/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507298,IDP000050367,23 Mar 2018,(PA) Diberi Paten,2016/04592,5-Aug-16,11-Nov-15,8-May-14,"2013-101046 13 May 2013 JP
","C21D 9/46,B23K 26/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507373,,13 Nov 2015,(PA) Ditarik Kembali oleh Pemohon,2017/04136,21-Apr-17,,-,"- - -
","F01N 3/02,F02F 1/36,F01N 13/08,F01N 13/14",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507406,IDP000056791,21 Feb 2019,(PA) Diberi Paten,2016/05662,14-Oct-16,17-Nov-15,17-Nov-15,"JP 2015-100002 15 May 2015 JP
","H01M 10/052,H01M 4/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507455,IDP000073079,24 Nov 2020,(PA) Pembuatan Sertifikat,2017/04290,28-Apr-17,18-Nov-15,18-Nov-15,"2014-234960 19 Nov 2014 JP
","B60K 6/445,B60L 11/14,B60W 10/08,F16H 3/54,F16H 3/72",TOYOTA JIDOSHA KABUSHlKI KAISHA
P00201507602,IDP000054023,15 Oct 2018,(PA) Diberi Paten,2017/04109,21-Apr-17,24-Nov-15,25-Apr-13,"- - -
","B60K 6/445,B60L 11/18,B60L 3/00,B60W 10/06,B60W 10/08,B60W 10/18,B60W 10/26,B60W 20/00,B60W 20/14,B60W 20/16",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507878,IDP000053811,02 Oct 2018,(PA) Diberi Paten,2017/04245,28-Apr-17,27-Nov-15,31-May-13,"- - -
",G08G 1/16,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201507880,IDP000059422,13 Jun 2019,(PA) Diberi Paten,2017/04282,28-Apr-17,27-Nov-15,27-Nov-15,"JP 2014-242084 28 Nov 2014 JP
","H02J 50/10,H02J 50/80,H02M 7/48",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201508362,IDP000060757,17 Jul 2019,(PA) Diberi Paten,2017/04490,28-Apr-17,10-Dec-15,10-Dec-15,"2015-018568 02 Feb 2015 JP
",B60H 1/26,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201508379,,10 Dec 2015,(PA) Ditarik Kembali oleh Pemohon,2017/04432,28-Apr-17,,-,"2013-122824 11 Jun 2013 JP
",-,"1. JTEKT CORPORATION
2. TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201703692,IDP000063083,02 Oct 2019,(PA) Diberi Paten,2018/00898,26-Jan-18,11-Dec-15,11-Dec-15,"2014-252022 12 Dec 2014 JP
","B01D 53/94,B01J 23/00,B01J 23/10,B01J 23/63,B01J 35/00,B01J 35/02,B01J 37/02,B01J 37/03,C01G 25/00,C04B 35/626","CATALER CORPORATION
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201508404,,11 Dec 2015,(PA) Ditarik Kembali oleh Pemohon,2016/05058,9-Sep-16,,-,"- - -
",B62D 1/19,"JTEKT CORPORATION
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201508429,IDP000057459,25 Mar 2019,(PA) Diberi Paten,2017/04422,28-Apr-17,11-Dec-15,11-Dec-15,"2014-252403 12 Dec 2014 JP
","F01P 7/16,F02B 29/04",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201508430,IDP000073429,04 Dec 2020,(PA) Pembuatan Sertifikat,2016/05073,9-Sep-16,11-Dec-15,9-Jun-14,"2013-124755 13 Jun 2013 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201508435,IDP000068524,20 Apr 2020,(PA) Diberi Paten,2016/04771,19-Aug-16,11-Dec-15,12-Jun-14,"2013-124311 13 Jun 2013 JP
","B01J 23/10,B01J 37/00,B01J 37/12,B01J 37/16,C01G 25/00","1. TOYOTA JIDOSHA KABUSHIKI KAISHA
2. CATALER CORPORATION"
P00201508499,IDP000060718,16 Jul 2019,(PA) Diberi Paten,2016/06227,18-Nov-16,15-Dec-15,15-Dec-15,"2014-253729 16 Dec 2014 JP
","F16F 15/14,F16F 7/10","TOYOTA JIDOSHA KABUSHIKI
KAISHA"
P00201508635,,18 Dec 2015,(PA) Pemeriksa Substantif,2016/04777,19-Aug-16,,-,"2013-241393 21 Nov 2013 JP
","B60R 16/02,H02G 11/00","TOYOTA SHATAI KABUSHIKI KAISHA
SUMITOMO WIRING SYSTEMS, LTD.
TOYOTA JIDOSHA KABUSHIKI KAISHA"
P00201508642,,21 Dec 2015,(PA) Ditarik Kembali oleh Pemohon,2017/04325,28-Apr-17,,-,"2013-136778 28 Jun 2013 JP
",B62D 1/189,"TOYOTA JIDOSHA KABUSHIKI KAISHA
JTEKT CORPORATION"
P00201508733,,23 Dec 2015,(PA) Ditarik Kembali oleh Pemohon,2016/05133,9-Sep-16,,-,"2014-264503 26 Dec 2014 JP
",-,TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201508741,IDP000060672,16 Jul 2019,(PA) Diberi Paten,2017/04402,28-Apr-17,23-Dec-15,23-Dec-15,"2014-265915 26 Dec 2014 JP
","C25D 17/12,C25D 5/02,C25D 7/00",TOYOTA JIDOSHA KABUSHIKI KAISHA
P00201508783,IDP000053265,05 Sep 2018,(PA) Diberi Paten,2016/05135,9-Sep-16,28-Dec-15,17-Jun-14,"2013-137515 28 Jun 2013 JP
",F16H 61/14,"TOYOTA JIDOSHA KABUSHIKI KAISHA
AISIN AW CO., LTD."
P00201600016,,04 Jan 2016,(PA) Persetujuan Kasubdit Pemeriksa Untuk Komunikasi,2017/04786,5-May-17,,-,"2015-001475 07 Jan 2015 JP
",F02D 29/02,TOYOTA JIDOSHA KABUSHIKI KAISHA
